"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 01 20:51:24 GMT 2022","Wed Jun 01 20:51:24 GMT 2022","32","","LogInTest","","LogInTest","TestGetEmail","TestGetEmail()",""
"failed","Wed Jun 01 20:51:24 GMT 2022","Wed Jun 01 20:51:24 GMT 2022","2","","LogInTest","","LogInTest","TestGetPassword","TestGetPassword()",""
