"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 01 20:12:32 GMT 2022","Wed Jun 01 20:12:32 GMT 2022","2","","LogInTest","","LogInTest","TestGetPassword","TestGetPassword()",""
"failed","Wed Jun 01 20:12:31 GMT 2022","Wed Jun 01 20:12:32 GMT 2022","29","","LogInTest","","LogInTest","TestGetEmail","TestGetEmail()",""
