"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 21:15:19 GMT 2022","Wed Jun 01 21:15:19 GMT 2022","29","","LogInTest","","LogInTest","TestGetEmail","TestGetEmail()",""
"failed","Wed Jun 01 21:15:19 GMT 2022","Wed Jun 01 21:15:19 GMT 2022","4","","LogInTest","","LogInTest","TestGetPassword","TestGetPassword()",""
