"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 01 19:07:14 GMT 2022","Wed Jun 01 19:07:14 GMT 2022","28","","LogInTest","","LogInTest","TestGetEmail","TestGetEmail()",""
"failed","Wed Jun 01 19:07:14 GMT 2022","Wed Jun 01 19:07:14 GMT 2022","2","","LogInTest","","LogInTest","TestGetPassword","TestGetPassword()",""
